 Category , Part Number, Description, Location, Quantity, Counts, New Count, Difference, Oversold, Supplier, Brand
202,HOY-ADVANCE-E,HOYER ADVANCE LIFTER ELECTRIC,, 1.000 ,1,,-1.000 ,,Joerns Healthcare,
202,HOY-JOURNEY-S,HOYER JOURNEY SIT TO STAND LIFT...,, 0.000 ,0,, 0.000 ,,Joerns Healthcare,
202,HOY-UP,Hoyer Up Standaid,, 0.000 ,0,, 0.000 ,,Joerns Healthcare,
202,NTB2000-CA,Sara Stedy,, 1.000 ,1,,-1.000 ,,Arjo Canada Inc.,
202,NTB3000-CA,Sara Stedy Compact,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
202,RPL450-1,Reliant 450 Power Portable Patie...,, 2.000 ,2,,-2.000 ,,Invacare Canada Ltd.,
202,RPL450-2,Invacare Reliant 450 Power Porta...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
202,RPS350-1,Reliant 350 Power Stand Up Lift,, 3.000 ,3,,-3.000 ,,Invacare Canada Ltd.,
202,RPS350-2,Reliant 350 Power Stand-Up Lift...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
300,087WM70,Folding Growing Zippie GS Pediat...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
300,121WM84,X'cape - Manual Wheelchair w. Tr...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
300,121WM87,X'cape - Manual Wheelchair w. Tr...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
300,1701000,Fuze Jr 50 Deg. Pediatric Manual...,, 0.000 ,0,, 0.000 ,,PDG Product Design Group Inc.,
300,188WM48,Zippie Iris Tilt Wheelchair - Ba...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
300,9JYLT,9000 Jymni Light wheelchair,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
300,ARC,Little Wave Arc XP - Folding Base,, 0.000 ,0,, 0.000 ,,Ki Mobility,
300,CLIK XP,Ki Mobility Little Wave Clik XP,, 0.000 ,0,, 0.000 ,,Ki Mobility,
300,LittleWaveFlip,Little Wave Flip XP Folding Base...,, 0.000 ,0,, 0.000 ,,Ki Mobility,
300,LittleWaveXP,Little Wave XP Manual Chair,, 0.000 ,0,, 0.000 ,,Ki Mobility,
300,NXT-30301,NXT Pediatric Folding Manual Whe...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
300,TWFS2,Tilite Twist Rigid Manual Wheelc...,, 0.000 ,0,, 0.000 ,,TiLite,
300,WB1200-2GFR,Wallaby pediatric folding chair...,, 0.000 ,0,, 0.000 ,,Drive Medical,
300,WB1400-2GJB,Wallaby pediatric folding chair...,, 0.000 ,0,, 0.000 ,,Drive Medical,
301,AB-BS1414,Acta Back 14 x 14,, 0.000 ,0,, 0.000 ,,Permobil Canada,
301,ABD5-BS12W14L,"Acta-Back Deep with 5"" Laterals...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
301,CSS-2401L,Drive Spirit Car Seat - Large wi...,, 0.000 ,0,, 0.000 ,,Drive Medical,
301,E2S1416,"Matrx E2 - 14"" W x 16"" D",, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
301,JZIPB12T,Jay Zip Backrest - JZIPB12T,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
301,JZIPB12X,"Jay Zip Backrest 12"" W",, 0.000 ,0,, 0.000 ,,Sunrise Medical,
301,JZIPB14X,Jay Zip Backrest - JZIPB14X,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
301,KA1212,"Kidabra Cushion 12"" x 12""",, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
301,KA1414-Vi,"Matrx Kidabra Vi Cushion - 14""x14""",, 1.000 ,0,,-1.000 ,,Motion Concepts Canada,
301,MINI1010,"Matrx Mini Back (Contour: 3"", Ki...",, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
301,MINI1212,"Matrx Mini Back (Contour: 3"", Ki...",, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
301,NHAACB (L) 1413/17,NXT Xtend Low Height Adjustable...,, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
301,NHAPCB (L) 1413/17,NXT Xtend Low Deep Height Adjust...,, 0.000 ,0,, 0.000 ,,Dynamic Health Care Solutions,
301,NVMAPSB14,NXT Armadillo Backrest with Vica...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
301,PBE1414,"Matrx Posture Back ELITE - 14"" x...",, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
301,PBE1416,"Matrx Posture Back ELITE - 14"" x...",, 0.000 ,0,, 0.000 ,,Motion Concepts Canada,
301,S2256-,Resolve Cushion with Lateral and...,, 0.000 ,0,, 0.000 ,,Physipro,
301,S2258-,Low Profile Resolve Cushion with...,, 0.000 ,0,, 0.000 ,,Physipro,
301,SAVANT-P,Pediatric Savant Headrest - Pedi...,, 0.000 ,0,, 0.000 ,,Westech Health Care Ltd.,
301,XP1414,"Axiom P 14""x14"" Cushion",, 0.000 ,0,, 0.000 ,,Ki Mobility,
302,019-00014-JH,Synetik Vertiflex Abduction Supi...,, 0.000 ,0,, 0.000 ,,Synetik Ergocare,
302,019-00014-JS,Vertiflex 60 A3 Supine..Includes...,, 0.000 ,0,, 0.000 ,,Synetik Ergocare,
302,019-00014-KH,Veriflex 60 A2 Hybrid..Includes:...,, 0.000 ,0,, 0.000 ,,Synetik Ergocare,
302,019-00014-KS,Vertiflex 60 A2 Supine..Includes...,, 0.000 ,0,, 0.000 ,,Synetik Ergocare,
302,019-00083-KH-A,Hybrid A2 Starter Kit,, 0.000 ,0,, 0.000 ,,Synetik Ergocare,
302,130-600,"Early Activity System, complete",, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,143-1600,Size 1 Mygo Stander..Includes: M...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,143-2600,Size 2 Mygo Stander ..Includes:...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,151-6102,"Everyday Activity Seat, size 1 S...",, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,173-2600,MyWay Frame - Size 2,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,173-3600,MyWay Frame - Size 3,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,184-600,Squiggles Standard Model with Su...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,3302-0000E-004,Flux Pediatric Posterior Walker...,, 0.000 ,0,, 0.000 ,,R & M Health Care Inc.,
302,3303-0000E-005,Flux Pediatric Posterior Walker...,, 0.000 ,0,, 0.000 ,,R & M Health Care Inc.,
302,3313-000E-021,Flux Pediatric Posterior Walker...,, 0.000 ,0,, 0.000 ,,R & M Health Care Inc.,
302,3414,Kidwalk II Dynamic Mobilty Syste...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,62000000,Jogger,, 0.000 ,0,, 0.000 ,,Ki Mobility,
302,63000000,EIO Push Chair,, 0.000 ,0,, 0.000 ,,Ki Mobility,
302,67010100,Out and About Seat (includes fab...,, 0.000 ,0,, 0.000 ,,Ki Mobility Canada LTD,
302,860113-FP,"Caribou Base w/2-Piece Footrest,...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,8622220-00,"Rabbit-up Stander, Blue, size 2",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,8622226-21,"Rabbit 32"" Wheels, blue",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,8623220-00,"Rabbit-up Stander,  Grey, size 3",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,8623226-21,"Rabbit 32"" Wheels, grey",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,86400,Pony Walking Aid - Yellow - Size...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,86801,"Crocdile gait trainer, yellow, s...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,86802,"Crocdile gait trainer, orange, s...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,86803,"Crocodile gait trainer, metallic...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,86852,"Crocodile gait trainer, black, s...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,869011,"Mustang Walker - Yellow - 4"" Cas...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,869015,"Mustang, size 1, yellow, 8"" casters",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,869024,Mustang Walker - White - Size 2...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,869025-4,Mustang Walker - White - Size 2...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,869033,Mustang Walker - Red - Size 3 -...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,869042,Mustang Walker - Grey - Size 4 -...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,870011-1R,"Meerkat, Pastel Blue, Size 1 - s...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,870022-R,"Meerkat, Grey, Size 2 - size 2 p...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,8724212,"R82 Stingray, Solid Tires, Indiv...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,8724222,"Stingray with Solid Tires, Centr...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,88010-2,Gazelle PS Stander - Size 2 -Gre...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,88010-3,Gazelle PS Stander - Size 3 - Bl...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,880102,"Flamingo Seat and Back, gray, si...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,880103,"Flamingo Seat and Back, gray, si...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,880413,Flamingo High-Low Frame with Foo...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,882005,"Manatee, size 0, blue",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,882025,"Manatee, size 2, blue",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,89020522,"Hi/Lo Size 2, gas, Indoor, BL",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,89040522,Hi/Lo Size 1 - Indoor,, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,8911872-20,"High-Low: v Indoor Frame, size 1...",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,900145,Cruiser CX16,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,900301,EZ Rider size 14,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,900351,EZ Rider EZ18,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,900490,Cruiser CX14,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,900860,EZ Rider size 12,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,900996,EZ Rider size 16,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,901335,Convaid Metro ME16,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,901402,Convaid Metro ME12,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,902594,Cruiser CX18,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,903134,Rodeo RD16,, 0.000 ,0,, 0.000 ,,"Convaid Products, LLC",
302,991051-2CR43F,"Scallop Grey/Green, size 2",, 0.000 ,0,, 0.000 ,,R82 Inc.,
302,APP-2000S-DX,"P Pod Support, S, Wipeable Dartex",, 0.000 ,0,, 0.000 ,,Drive Medical,
302,APP-3000M-DX,"P Pod Support, M, Wipeable Dartex",, 0.000 ,0,, 0.000 ,,Drive Medical,
302,AS2000,Freedom Concepts Adventurer Bike...,, 0.000 ,0,, 0.000 ,,Freedom Concepts Inc,
302,DCP 12,Freedom Concepts Discovery Bike...,, 0.000 ,0,, 0.000 ,,Freedom Concepts Inc,
302,DCP16,Freedom Concepts Discovery Bike...,, 0.000 ,0,, 0.000 ,,Freedom Concepts Inc,
302,K105,Mobile Stander (Medium),, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K302,Rifton TRAM - Standard - Frame...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K621,Rifton Dynamic Upper Frame Pacer...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K622,"Upper Frame, standard, small for...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K631,Rifton Dynamic Upper Frame for R...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K632,"Upper Frame, standard, medium fo...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K641,Rifton Dynamic Upper Frame Pacer...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K642,Pacer Walker - Standard Frame -...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K651,Rifton Dynamic Pacer Upper Frame...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,K652,Pacer Gait Trainer - XL - Standa...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,KidWalk,KidWalk Dynamic Mobility System...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,KidWalk II,"KidWalk II - Seat Height 15""-28""",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,Kidwalk EI,Kidwalk EI Dynamic Mobility Syst...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,LFS/3-MB-EXP,Size 3 Freestander - Mondeo Blue,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,PMSTB1,Size 1 Mygo Stander Package - Bl...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,PMSTP2,Size 2 Mygo Stander Package - Pi...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,PMWS1G,MyWay Package with Size 2 Harnes...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,PNG50084-1,EasyStand Evolv Large,, 1.000 ,1,,-1.000 ,,Altimate Medical Inc.,
302,PNG50162-1,EasyStand Evolv Medium,, 0.000 ,0,, 0.000 ,,Altimate Medical Inc.,
302,PSPSTB,Squiggles Plus Stander Package -...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,PSPSTP,Squiggles Plus Stander Package -...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,PSPSTR,Squiggles Plus Stander Package -...,, 0.000 ,0,, 0.000 ,,Sunrise Medical,
302,PT50002-1,EasyStand Bantam Small,, 0.000 ,0,, 0.000 ,,Altimate Medical Inc.,
302,PY5691,Easy Stand Bantam Medium,, 0.000 ,0,, 0.000 ,,Altimate Medical Inc.,
302,R821,"Rifton Activity Chair, small, st...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R822,"Rifton Activity Chair, small, st...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R831,"Rifton Activity Chair, small, hi...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R841,"Rifton Activity Chair, medium, s...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R842,"Rifton Activity Chair, medium, s...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R851,"Rifton Activity Chair, medium, h...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R852,"Rifton Activity Chair, medium, h...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R861,"Rifton Activity Chair, large, adj",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R862,"Rifton Activity Chair, large, ad...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,R871,"Rifton Activity Chair, Hi/Lo, la...",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,ROA100,Buddy Roamer - Size 1,, 0.000 ,0,, 0.000 ,,Can-Dan Rehatec Ltd.,
302,T250,T-250 Model Semi-Recumbent Tricy...,, 0.000 ,0,, 0.000 ,,Trivel,
302,T350,T350 Trivel Semi-recumbent Tricy...,, 0.000 ,0,, 0.000 ,,Trivel,
302,TR-1400- JB,"Trotter Mobility Chair - 14"" - B...",, 0.000 ,0,, 0.000 ,,Drive Medical,
302,W1/2BH-,Kaye Walker with Seat  - Small C...,, 0.000 ,0,, 0.000 ,,"Kaye Products, Inc.",
302,Z111,Rifton HTS - Small Seat & Back (...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,Z121,Rifton HTS  - Seat and Back -Medium,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,Z123,Mobile Base for HTS (non-tilt),, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,Z131,Rifton HTS - Large - Seat and Ba...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,Z211,"Wave, small",, 0.000 ,0,, 0.000 ,,Permobil Canada,
302,Z221,"Wave, medium",, 1.000 ,1,,-1.000 ,,Permobil Canada,
302,Z231,"Wave, large",, 0.000 ,0,, 0.000 ,,Permobil Canada,
400,CRE-2110,Bruno Elite Curved Stairlift. Ke...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,CRE-2110180,Bruno Elite Curved Stairlift - 1...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2128),
400,CRE-2110EC,Bruno Elite Outdoor Curved Stair...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,CRE-2110fullradius,Bruno Elite Curved Stairlift - F...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,K2,K2 Savaria stairlift with 15 foo...,, 0.000 ,0,, 0.000 ,,Savaria.,
400,K2outdoor,K2 Savaria Straight Outdoor Stai...,, 0.000 ,0,, 0.000 ,,Savaria.,
400,MFR,16' anodized manual folding rail...,, 13.000 ,0,,-13.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,PFR,16' powered folding rail (anodiz...,, 3.000 ,0,,-3.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,SRE-2010,Electra Ride Elite Indoor Straig...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,SRE-2010E,Bruno Elite Outdoor Straight Rai...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,SRE-3000,Bruno Elan Straight Rail Stairli...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,SRE-300010,Bruno Elan Indoor Straight Rail...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,SRE-3050,Bruno Elan Straight Rail Stairli...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,Siena6004,Siena 600 with 4.5M Rail - Inclu...,, 5.000 ,5,,-5.000 ,,Stannah,
400,Siena6005,Siena 600 with 5M Rail - Include...,, 8.000 ,8,,-8.000 ,,Stannah,
400,Siena6006,Siena 600 with 6M Rail - Include...,, 6.000 ,6,,-6.000 ,,Stannah,
400,Stairfriend,Stairfriend Savaria Custom Curve...,, 0.000 ,0,, 0.000 ,,Savaria.,
400,Stannah260Curved,Stannah 260 Curved Stairlift,, 0.000 ,0,, 0.000 ,,Stannah,
400,VPL-3153B,"Bruno Vertical Platform Lift, Ba...",, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,VPL-3175B,"Bruno Vertical Platform Lift, Ba...",, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2027),
400,VPL-3210B,Bruno Vertical Platform Lift - 1...,, 0.000 ,0,, 0.000 ,,Bruno Independent Living Aids Inc.(Acct# CAN-2128),
401,customramp,Custom Ramp by National:   Size...,, 0.000 ,0,, 0.000 ,,National Ramp Home Access,
403,200-12874,"KWIKTRAK 140MM, 3M",, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,200-12875,KWIKTRAK 140 5M,, 7.000 ,0,,-7.000 ,,Arjo Canada Inc.,
403,200.12800,KWIKTRAK 90mm x 2m,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,200.12810,KWIKTRAK 90mm x 3m,, 39.000 ,0,,-39.000 ,,Arjo Canada Inc.,
403,200.12815,KWIKTRAK 90MM x 4M,, 4.000 ,0,,-4.000 ,,Arjo Canada Inc.,
403,200.12870,KWIKTRAK 140MM X 4.5M,, 4.000 ,0,,-4.000 ,,Arjo Canada Inc.,
403,303060,AP-450 lift motor,, 2.000 ,2,,-2.000 ,,Handicare Canada LTD,
403,323100,C450 Manual Traverse Motor,, 1.000 ,1,,-1.000 ,,Handicare Canada LTD,
403,323177,C450 Power XY Lift Motor,, 0.000 ,0,, 0.000 ,,Handicare Canada LTD,
403,343102,"Castor - 156"" Track Plus (full a...",, 3.000 ,0,,-3.000 ,,Handicare Canada LTD,
403,9220010,EasyTrack 2 Post Tension mount C...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,9220011,EasyTrack 2 Post Tension Mounted...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,9720010,Easytrack FS Freestanding Lift w...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,9800015-10,Ceiling lift package - Rail desi...,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,CP440,Mackworth CP440 Fixed/Portable C...,, 11.000 ,11,,-11.000 ,,HighStar Healthcare Inc.,
403,FSG440,Highstar Freestanding Gantry Lif...,, 10.000 ,0,,-10.000 ,,HighStar Healthcare Inc.,
403,LE00009,ARJO Maxisky 440 Portable Motor,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,LF21009-02,"Maxi Sky 1000 4 Function, C-Stat...",, 1.000 ,1,,-1.000 ,,Arjo Canada Inc.,
403,M929001,Monarch Portable Motor - 440lb w...,, 0.000 ,0,, 0.000 ,,Handicare Canada LTD,
403,MS000-01-02,"MS2, 2 Function, w/ Automatic In...",, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,MS010-01-02-440KIT,"MaxiSky MS2 Standard, 2FN, 2H,440LB",, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,MS010-01-02-600KIT,"Maxisky 2 Motor, 2FN, CSTAT, 2H,...",, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,MS010-02-02,MS2 2F CSTAT DPS-CA Motor,, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,MS014-01-02,Maxi Sky 2 Motor - static/fixed,, 15.000 ,15,,-15.000 ,,Arjo Canada Inc.,
403,MS110-01-02,"Maxisky 2 Motor, 4F w/ CSTAT Cha...",, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
403,MS114-01-02,"Maxi Sky 2 Motor 4F, Fixed/Static",, 0.000 ,0,, 0.000 ,,Arjo Canada Inc.,
500,R-BTH-BBD,Bath Board (Monthly Rental),, 1.000 ,0,,-1.000 ,,Drive Medical,
500,R-BTH-BCHAIR,Bath/Shower Chair w. Back (Month...,, 1.000 ,0,,-1.000 ,,Drive Medical,
500,R-BTH-BCHAIR-BARI,Bath Shower Chair with Back –...,, 0.000 ,0,, 0.000 ,,Drive Medical,
500,R-BTH-BSR,Bathtub Safety Rail (Monthly Ren...,, 0.000 ,0,, 0.000 ,,Drive Medical,
500,R-BTH-COMEU,EURO Style Wheeled Commode (Mont...,, 1.000 ,0,,-1.000 ,,AMG Medical Inc.,
500,R-BTH-COMS,Stationary Commode (Monthly Rental),, 1.000 ,0,,-1.000 ,,AMG Medical Inc.,
500,R-BTH-COMS-BARI,Stationary Commode - Bariatric (...,, 2.000 ,0,,-2.000 ,,Drive Medical,
500,R-BTH-COMW,Wheeled Commode (Monthly Rental),, 1.000 ,0,,-1.000 ,,Drive Medical,
500,R-BTH-COMW-BARI,Shower Commode - Bariatric (Mont...,, 0.000 ,0,, 0.000 ,,Drive Medical,
500,R-BTH-COMW-ETAC,ETAC Shower Commode w/o Tilt (Mo...,, 0.000 ,0,, 0.000 ,,R82 Inc.,
500,R-BTH-COMW-NONTILT,USE MISC OR ETAC IF ETAC- AP Sho...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
500,R-BTH-COMW-TILT,Aquatec AP Shower Commode w. TIL...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
500,R-BTH-MISC,Miscellaneous Bathroom Products...,, 1.000 ,1,,-1.000 ,,,
500,R-BTH-PEDC,Pediatric Commode,, 1.000 ,1,,-1.000 ,,,
500,R-BTH-RTS2,"2"" Raised Toilet Seat (Monthly R...",, 0.000 ,0,, 0.000 ,,Drive Medical,
500,R-BTH-RTS4,"4"" Raised Toilet Seat (Monthly R...",, 3.000 ,0,,-3.000 ,,Drive Medical,
500,R-BTH-RTS5,"5"" Raised Toilet Seat w/o Arms (...",, 0.000 ,0,, 0.000 ,,Drive Medical,
500,R-BTH-RTS5A,"5"" Raised Toilet Seat w. Arms (M...",, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
500,R-BTH-RTS6,"6"" Raised Toilet Seat (Monthly R...",, 0.000 ,0,, 0.000 ,,Drive Medical,
500,R-BTH-TSF,Toilet Safety Frame (Monthly Ren...,, 2.000 ,0,,-2.000 ,,Mobb Home Healthcare,
500,R-BTH-TTB,Bath Tub Transfer Bench (Monthly...,, 2.000 ,0,,-2.000 ,,Drive Medical,
500,R-BTH-TTB-BARI,Tub Transfer Bench - Bariatric (...,, 0.000 ,0,, 0.000 ,,Drive Medical,
501,R-BED-BAS,Bed Assist Rail (Monthly Rental),, 0.000 ,0,, 0.000 ,,Medline Canada Corp.,
501,R-BED-BC,Bed cradle (Monthly Rental),, 0.000 ,0,, 0.000 ,,Performance Health (Patterson Medical),
501,R-BED-BEDF,IVC Beds with Full Rails (Monthl...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
501,R-BED-BEDH,IVC Beds with Half Rails (Monthl...,, 1.000 ,0,,-1.000 ,,Invacare Canada Ltd.,
501,R-BED-BEDH-BARI,Fully Electric Hospital Bed - Ba...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
501,R-BED-BEDP-ETUDE,Premium Bed - Etude with 1/2 sid...,, 2.000 ,2,,-2.000 ,,Invacare Canada Ltd.,
501,R-BED-BEDP-HALSA,Premium Bed - Halsa Bed with Hal...,, 0.000 ,0,, 0.000 ,,Permobil Canada,
501,R-BED-BEDP-MISC,Misc Bedroom Equipment - Specify...,, 1.000 ,1,,-1.000 ,,,
501,R-BED-EXT,BED EXTENDER Kit for IVC - Exten...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
501,R-BED-FTCP,SUPERPOLE Floor to Ceiling Pole...,, 1.000 ,0,,-1.000 ,,HealthCraft Products,
501,R-BED-FTCPBR,SUPERPOLE with Curved Bar add on...,, 0.000 ,0,, 0.000 ,,HealthCraft Products,
501,R-BED-HRAIL,Additional Half Length Bed Rails...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
501,R-BED-MISC,Miscellaneous Bedroom Products -...,, 0.000 ,0,, 0.000 ,,,
501,R-BED-OBED,Overbed Table (Monthly Rental),, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
501,R-BED-RPAD,Bed Pads for Bed Rails (Monthly...,, 0.000 ,0,, 0.000 ,,,
501,R-BED-TRPBD,Trapeze Bar attachment for Hospi...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
501,R-BED-TRPFL,Trapeze Bar w. Floor Stand (Mont...,, 0.000 ,0,, 0.000 ,,Drive Medical,
501,R-BED-TRPFL-BARI,Trapeze Bar w. Floor Stand - Bar...,, 0.000 ,0,, 0.000 ,,Invacare Canada Ltd.,
502,R-LRCH-L,Lift & Recline Chair - Large (Mo...,, 0.000 ,0,, 0.000 ,,,
502,R-LRCH-M,Lift & Recline Chair - Medium (M...,, 0.000 ,0,, 0.000 ,,,
